When,Type,Gear,Name,Dist mi,Elv ft,Elapsed Time,Moving Time,Start Time,Day of Week,Speed mph,Max Speed mph,Pace /mi,Max Pace /mi,Pace /100yds,Max Pace /100yds,Pwr W,Weighted Avg Pwr W,Max Pwr W,Power Meter,Cad,Heart,Max Heart,Elv High ft,Elv Low ft,Efficiency %,Elev/Dist ft/mi,Elev/Time ft/h,W/HR,Speed/HR,Temp °C,Cal,Energy kJ,Segs,PRs,Group Size,Kudos,Comments,Com,Trn,Man,Pri,Dist away mi,Dist start to end mi,Activity Score 25%,Training Load,Intensity %,Relative Effort,Points in red,% in red,Segment PRs (K/QOM positions),All segments (personal positions),Ride/Run Type,400m,1 km,5 km,10 km,15 km,20 km,30 km,50 km,1/2 Mile,1 mile,2 mile,10 mile,Half Marathon,Marathon,Perceived Effort,H/R Zone 1,H/R Zone 2,H/R Zone 3,H/R Zone 4,H/R Zone 5,Power 0W,Power 0-50W,Power 50-100W,Power 100-150W,Power 150-200W,Power 200-250W,Power 250-300W,Power 300-350W,Power 350-400W,Power 400-450W,Power 450W+,Pace Zone 1,Pace Zone 2,Pace Zone 3,Pace Zone 4,Pace Zone 5,Pace Zone 6,Flagged,Description,City,State,Tiles calculated,Device/App,Activity Id,Activity Id
10/8/2020 16:09,Ride,Motiv Vortex,Canyon fun with the kids,25082.8,160.8,8237,6407,58158,Thursday,3.9149,9.5,411.0264576,169.3995494,23.353776,9.6249744,103.2,0,,0,0,120,166,54.6,1.5,77.78317349,6.41,90.4,0.86,0.073,,737.3,661.3,19,3,1,8,0,0,0,0,0,-1,6.227590465,58.80952381,,,33,0,0,,,,,,,,,,,,,,,,,,,1512,4480,411,4,0,822,905,1706,1593,853,292,131,52,22,9,22,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,4170100601,4170100601
10/6/2020 6:14,Ride,Trek Madone,Wake up call,28759.6,238,4348,4190,22459,Tuesday,6.8639,13.5,234.4814208,119.2041101,13.322808,6.7729608,118.5,0,,0,0,,0,106.6,-13.2,96.36614535,8.28,204.5,0,0,16,1073,496.5,25,2,1,5,0,0,0,0,0,-1,407.275611,89.81911952,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,749,523,685,883,530,384,211,107,51,42,25,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4158779709,4158779709
10/3/2020 7:14,Ride,Trek Madone,Out of the Mist,70398,634,11303,10933,26050,Saturday,6.439,15.2,249.9311232,105.8787418,14.200632,6.0158376,109.2,0,,0,0,,0,244.2,-0.2,96.72653278,9.01,208.8,0,0,20,2579,1194.2,65,8,2,9,0,0,0,0,0,-1,24.70041942,81.93470023,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2042,1491,2033,2056,1565,922,477,159,129,28,31,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4146537705,4146537705
10/1/2020 16:17,Ride,Motiv Vortex,"Hands up, they're playing our song!",18288.7,92.3,4711,4015,58640,Thursday,4.5551,11.5,353.251008,139.9485542,20.07108,7.9516224,117.6,0,,0,0,130.1,149,31.3,2.4,85.22606665,5.05,82.8,0.904,0.0783,,526.4,472.1,7,0,1,8,1,0,0,0,0,-1,399.135692,19.83366935,,,39,0,0,,,,,,,,,,,,,,,,,,,662,2117,1236,0,0,320,408,1000,1228,646,220,86,54,16,12,25,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,4139556635,4139556635
9/29/2020 6:28,Ride,Trek Madone,Limped over the goal line,28636.9,91,4242,4142,23284,Tuesday,6.9138,11.4,232.7111424,141.1716557,13.222224,8.0211168,105.7,0,,0,0,,0,36.2,-14,97.6426214,3.18,79.1,0,0,16,983,437.6,16,3,1,6,0,0,0,0,0,-1,12.45518221,90.70465686,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,550,577,994,1034,539,239,91,47,36,17,18,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4128219663,4128219663
9/25/2020 7:01,Ride,Trek Madone,More Joshua Tree Fun in the sun!,58339.9,491,9483,8476,25291,Friday,6.883,18,233.8376832,89.41515264,13.286232,5.0804064,119.1,0,,0,0,,0,1343.2,1063,89.38099757,8.42,208.5,0,0,22,2214,1009.3,10,8,2,7,2,0,0,0,0,-1,6.405615949,61.11111111,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1431,943,1634,1829,1202,713,341,128,90,47,118,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4112205522,4112205522
9/24/2020 6:36,Ride,Trek Madone,JTree ride...Should've gone left first,40008.8,462,7001,6732,23782,Thursday,5.9431,20.8,270.8525952,77.37725952,15.389352,4.3964352,116.1,0,,0,0,,0,1364,1047.8,96.15769176,11.55,247.1,0,0,18,1512,781.3,7,5,2,5,0,0,0,0,0,-1,3.54899549,66.66666667,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1212,695,1173,1750,994,479,196,76,42,27,88,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4112205108,4112205108
9/19/2020 6:28,Ride,Trek Madone,Twenty Miles of Ranting,88255.6,699,14451,13760,23286,Saturday,6.4139,18.5,250.8967296,86.9850432,14.255496,4.942332,106.1,0,,0,0,,0,124,-6.6,95.21832399,7.92,182.9,0,0,20,3195,1460.1,122,4,2,7,0,0,0,0,0,-1,35.94041189,78.5357313,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2664,1947,2842,2666,1467,1023,579,264,159,53,96,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4083483993,4083483993
9/18/2020 17:46,Ride,Trek Madone,Afternoon Ride,1212.1,10.7,4678,214,63999,Friday,5.664,8,284.2101504,201.168,16.148304,11.43,132,0,,0,0,125.8,139,25.6,5.8,4.574604532,8.83,180,1.049,0.1007,,31.5,28.3,0,0,1,0,0,0,0,0,1,-1,739.7974591,0,,,1,0,0,,,,,,,,,,,,,,,,,,,52,162,0,0,0,48,0,4,97,31,2,0,32,0,0,0,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,4079940307,4079940307
9/12/2020 7:33,Ride,Trek Madone,Soledad x 4,59254.9,1021,11172,10758,27215,Saturday,5.508,22.4,292.2568704,71.84111616,16.605504,4.0818816,124.9,0,,0,0,,0,243.4,6.2,96.2943072,17.23,341.7,0,0,21,2495,1343.8,84,3,1,9,1,0,0,0,0,-1,6.928942201,87.82393171,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2141,1184,1686,1545,1667,1303,673,268,162,57,72,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4049877800,4049877800
9/9/2020 15:53,Ride,Motiv Vortex,On the Trails with the Boys,26253.2,114.3,9810,7178,57238,Wednesday,3.6575,8.5,439.9946496,189.3393216,24.999696,10.757916,85.5,0,,0,0,104.8,174,61.3,1.5,73.17023445,4.35,57.3,0.816,0.0781,4,684.7,614.1,14,2,1,7,0,0,0,0,0,-1,122.3634592,61.95436508,,,36,3,8.333333333,,,,,,,,,,,,,,,,,,,4421,1840,184,733,0,816,1503,2270,1539,706,178,85,46,18,7,10,0,0,0,0,0,0,0,,,,0,Strava GPX,4046683340,4046683340
9/9/2020 5:30,Ride,Trek Madone,Data retrieval,48350.5,393,9972,7546,19806,Wednesday,6.4074,17.4,251.2185984,92.48899968,14.273784,5.2550568,106.9,0,,0,0,,0,143.6,10,75.67188127,8.13,187.5,0,0,16,1749,807,51,4,1,3,0,0,0,0,0,-1,12.06275628,95.45216416,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1385,1264,1510,1335,863,546,311,137,87,40,68,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4034998889,4034998889
9/6/2020 10:01,Ride,Motiv Vortex,Big climb for Austin!,18630.8,154.3,7113,4936,36078,Sunday,3.7745,10.8,426.3152256,149.009161,24.222456,8.4664296,96.4,0,,0,0,,0,80.8,1.5,69.3940672,8.28,112.5,0,0,38,1691,475.8,15,0,1,1,0,0,0,0,0,-1,6.036069002,16.81567199,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,784,917,1276,957,474,254,115,69,41,18,31,0,0,0,0,0,0,0,,,,0,n/a,4025676144,4025676144
9/5/2020 6:56,Ride,Trek Madone,Heat wave,93646.6,990,21256,16195,24996,Saturday,5.7824,21.1,278.2555776,76.26681216,15.809976,4.3333416,107.5,0,,0,0,,0,229.4,-6.4,76.19025216,10.57,220.1,0,0,26,3497,1740.3,115,8,4,8,1,0,0,0,0,-1,7.160399232,86.05706356,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3439,2205,2878,3186,2028,1165,568,336,196,83,111,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,4017188621,4017188621
9/3/2020 11:40,Ride,Trek Madone,Came up for air,35490.6,416.4,5866,5658,42059,Thursday,6.2726,18.6,256.5294336,86.51833344,14.575536,4.9158144,121.4,0,,0,0,141.3,178,244.6,2.1,96.45414252,11.73,264.9,0.859,0.0993,,765.7,686.8,41,6,1,5,0,0,0,0,0,-1,3.018034647,94.46248896,,,97,3,3.092783505,,,,,,,,,,,,,,,,,,,236,2400,2840,182,0,998,618,1000,1036,756,662,332,160,62,24,10,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,4007354335,4007354335
8/29/2020 5:07,Ride,Trek Madone,Buck Fiddy,243449,1080,42755,37746,18446,Saturday,6.4497,13.7,249.44832,117.4660186,14.1732,6.6742056,96.7,0,,0,0,,0,128.4,-5.2,88.28441118,4.44,103,0,0,23,8397,3648.4,321,6,1,11,8,0,0,0,0,-1,14.02863397,65.58481974,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5874,5686,10157,8312,4156,1953,861,329,214,96,108,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3984181979,3984181979
8/27/2020 17:35,Ride,Trek Madone,Recruiting more little guys,6952.7,54.2,5550,3364,63315,Thursday,2.0668,6.7,778.6006272,240.194592,44.238672,13.64742,26.8,0,,0,0,107.8,144,29.7,3.4,60.61261261,7.8,58,0.249,0.0429,,100.5,90.1,2,0,1,7,0,0,0,0,0,-1,8.005238197,6.25,,,11,0,0,,,,,,,,,,,,,,,,,,,2218,1146,0,0,0,1324,1373,469,164,30,2,0,2,0,0,0,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,3975818193,3975818193
8/25/2020 16:21,Ride,Trek Madone,Flat ride,48531.7,175,6731,6454,58878,Tuesday,7.5196,12.6,214.042752,127.7336333,12.16152,7.2575928,132.9,0,,0,0,,0,68.8,6.2,95.88471252,3.61,97.6,0,0,23,1841,857.8,76,6,1,6,0,0,0,0,0,-1,8.717792859,94.95313771,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,859,664,1132,1372,1093,572,315,227,106,44,70,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3966357610,3966357610
8/22/2020 6:56,Ride,Trek Madone,Man down!,81511.4,987,16880,13857,24983,Saturday,5.8823,20.2,273.58848,79.662528,15.5448,4.52628,116.7,0,,0,0,,0,239.4,-5.6,82.09123223,12.11,256.4,0,0,28,3190,1617.5,103,5,1,11,0,0,0,0,0,-1,2334.620271,78.93061775,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2860,1581,2508,2406,1757,1415,661,283,208,65,113,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3951005856,3951005856
8/18/2020 17:13,Ride,Trek Madone,Back at Sea Level,26317.5,256,3776,3694,61985,Tuesday,7.1244,14.6,225.9518976,110.2239706,12.838176,6.2627256,130.4,0,,0,0,,0,121.4,5.8,97.82838983,9.73,249.5,0,0,22,1023,481.8,25,4,1,7,0,0,0,0,0,-1,6.453671103,93.28279914,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,635,331,638,729,496,392,216,127,63,28,39,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3933757111,3933757111
8/15/2020 7:14,Ride,Trek Madone,Tioga Pass climb-AMAZING!!!,40670,899,8103,7516,26093,Saturday,5.4111,21.4,297.4067712,75.20464512,16.898112,4.2729912,135.9,0,,0,0,,0,2882,1990.4,92.75576947,22.1,430.6,0,0,18,1804,1021.4,9,9,1,13,3,0,0,0,0,-1,42.15746913,50,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,934,413,840,1711,2570,747,126,66,65,13,31,0,0,0,0,0,0,0,This was my favorite ride I have done so far!,,,0,Garmin Edge 810,3917392020,3917392020
8/14/2020 7:51,Ride,Trek Madone,Tough high elevation climbing in the Eastern Sierras,28304.6,789,6388,5953,28301,Friday,4.7547,23.8,338.4450432,67.62463488,19.229832,3.8423088,150.3,0,,0,0,,0,2771.2,1992.4,93.19035692,27.88,477.1,0,0,23,1312,894.7,7,7,1,11,0,0,0,0,0,-1,1.421260391,50,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,517,227,559,1781,2002,417,182,78,68,37,85,0,0,0,0,0,0,0,High elevation for somebody that lives at sea level:),,,0,Garmin Edge 810,3913528405,3913528405
8/8/2020 6:54,Ride,Trek Madone,All this climbing in the name of beer,54853.3,665,10673,9759,24841,Saturday,5.6208,19.3,286.3022976,83.38011264,16.267176,4.7375064,109.2,0,,0,0,,0,221.2,-16.8,91.43633468,12.12,245.3,0,0,19,2113,1065.4,59,2,2,5,0,0,0,0,0,-1,338.6956785,88.22734135,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2040,1483,1888,1496,1042,873,446,209,164,43,75,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3883768816,3883768816
8/5/2020 14:09,Ride,Trek Madone,Forty Four for Forty Four,70800.9,313,12652,11146,50944,Wednesday,6.3521,16.8,253.3107456,95.78815488,14.392656,5.4425088,95.3,0,,0,0,,0,134.6,16.4,88.0967436,4.42,101.1,0,0,24,2412,1062.6,50,1,2,8,1,0,0,0,0,-1,12.16770257,80.57038857,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1857,2088,2614,2261,1125,623,276,117,83,48,54,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3870926183,3870926183
7/29/2020 15:26,Ride,Trek Madone,Tamed the beast,53417.9,662.2,9471,8747,55598,Wednesday,6.107,18.7,263.4496128,86.06771712,14.968728,4.8902112,113.3,0,,0,0,160.3,199,242.9,6.6,92.35561187,12.4,272.5,0.707,0.0852,,1104.6,990.7,61,12,1,12,0,0,0,0,0,-1,23.34151099,73.8757674,,,295,88,29.83050847,,,,,,,,,,,,,,,,,,,144,2336,3633,636,1998,1665,1140,1496,1560,1306,822,478,160,46,30,44,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,3835972412,3835972412
7/25/2020 7:29,Ride,Trek Madone,Take Action,90133.2,850,15424,14574,26964,Saturday,6.1845,17.1,260.2309248,94.11443712,14.785848,5.3474112,109.6,0,,0,0,,0,231,-14.6,94.48910788,9.43,210,0,0,23,3350,1597.4,88,8,1,7,0,0,0,0,0,-1,12.24665344,70.87435131,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2926,2008,2563,2659,1956,1274,633,280,156,65,54,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3812464926,3812464926
7/24/2020 14:46,Ride,Trek Madone,Leg stretch,35387.4,248.7,5850,5344,53187,Friday,6.6219,15.4,243.010944,104.5107994,13.80744,5.9381136,108.3,0,,0,0,195.2,215,122.1,2.4,91.35042735,7.03,167.5,0.555,0.0759,,645.3,578.7,28,1,1,2,0,0,0,0,0,-1,8.944622566,74.53920601,,,429,421,98.13519814,,,,,,,,,,,,,,,,,,,18,4,70,252,5000,782,804,1352,940,618,404,276,116,32,14,6,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,3809375727,3809375727
7/20/2020 15:02,Ride,Motiv Vortex,Loop with the kids,28706.8,98.7,10669,7446,54129,Monday,3.8553,9.4,417.4638336,171.2020147,23.719536,9.7273872,89.4,0,,0,0,112.9,141,29.7,2.1,69.79098322,3.44,47.7,0.792,0.0764,,742.2,665.6,12,1,1,6,1,0,0,0,0,-1,12.06275506,30.20833333,,,25,0,0,,,,,,,,,,,,,,,,,,,2668,4778,0,0,0,510,1232,3168,1742,522,152,56,29,16,14,5,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,3793116906,3793116906
7/18/2020 7:00,Ride,Trek Madone,Back at it,113440,1049,20532,18114,25251,Saturday,6.2626,21.4,257.0122368,75.20464512,14.602968,4.2729912,114.9,0,,0,0,,0,233,-6.6,88.22326125,9.25,208.5,0,0,23,4286,2081.9,170,9,2,9,4,0,0,0,0,-1,29.52080355,84.18549203,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3510,2335,3286,3196,2475,1571,829,419,243,106,144,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3782108975,3782108975
7/15/2020 8:17,Ride,Trek Madone,Squeeze One In,33364.2,106,4934,4782,29863,Wednesday,6.977,11.7,230.6189952,137.5506317,13.103352,7.8153768,110,0,,0,0,,0,17.2,-11,96.91933522,3.18,79.8,0,0,22,1178,526.2,42,0,1,8,2,0,0,0,0,-1,16.84880721,88.62135181,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,668,594,1072,1192,694,294,128,65,30,14,31,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3766758483,3766758483
7/9/2020 16:42,Ride,Trek Madone,No Time for Backup,27455.9,232,4209,3922,60143,Thursday,7.0005,15.3,229.8143232,105.1867238,13.057632,5.9765184,132.5,0,,0,0,,0,114.8,-3,93.18127821,8.45,213,0,0,23,1068,519.6,21,2,1,4,0,0,0,0,0,-1,399.9695444,95.8220339,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,698,408,616,758,529,333,261,110,111,44,54,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3739094591,3739094591
7/4/2020 7:36,Ride,Trek Madone,There's a titty in my beer!,86262.8,771,17864,14147,27396,Saturday,6.0976,19.7,263.932416,81.69030144,14.99616,4.6414944,108,0,,0,0,,0,112.8,-18.6,79.19278997,8.94,196.2,0,0,23,3167,1527.9,114,6,2,9,0,0,0,0,0,-1,353.3378074,83.72935353,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2814,2251,2671,2547,1459,1075,639,320,184,76,111,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3713907979,3713907979
7/2/2020 14:37,Ride,Trek Madone,Tune up envy,33748.6,407,6070,5745,52634,Thursday,5.8744,18.6,273.9103488,86.51833344,15.563088,4.9158144,117.6,0,,0,0,,0,227.4,-11.4,94.64579901,12.06,255,0,0,26,1304,675.5,39,0,2,6,0,0,0,0,0,-1,359.4507355,79.07989264,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1063,763,1102,928,859,435,252,133,101,38,71,0,0,0,0,0,0,0,,,,0,Garmin Edge 810,3705143396,3705143396
7/1/2020 14:58,Ride,Motiv Vortex,Trail shredding,29404.1,175.9,11755,8578,53938,Wednesday,3.4279,9.5,469.4456448,169.3995494,26.673048,9.6249744,91.4,0,,0,0,108.8,141,52,1.5,72.97320289,5.98,73.8,0.84,0.0705,,874.5,784.3,17,1,1,7,1,0,0,0,0,-1,20.95574732,60.06944444,,,28,0,0,,,,,,,,,,,,,,,,,,,4627,3951,0,0,0,1312,1531,2667,1819,643,280,129,69,28,24,76,0,0,0,0,0,0,0,,,,0,Samsung Galaxy Watch,3700645127,3700645127
